@relation comentarios_base
@attribute comment string
@attribute classificador {positivo, negativo, neutro}
@data
"nova procuradora aliada temer vai mudar equipe lava jato intuito acabar stf estao dizendo pulverizar descentralizar juiz moro vergonha mulher prestar sabendo povo apoiando lava jato queremos passar limpo corrupcao politica pais", neutro
"coragem fez sobressair diante demais destemido minimos chegou onde chegou meritos estudos dedicacao procuradores nada acontecendo estaria tao claras valeu colaboracao trabalho estar longe demais mandolhe abraco bem apertado reconhecimento trabalho mto obrigada tudo descanso merecido continue curtindo coisas simples vida dao prazer", neutro
"obrigado janothomem honrado acaba mandato cabeca erguida triste porque brasil perde frente pgrisso nitido luz dia janot", neutro
"tomara vaidoso narcisista nunca retorne agiu servico proprios interesses concedeu joesley cia superpoderes colocando toda nacao joelhos perante jbs vai certeza pagar caro macara caindo sujeito frio dissimulado trazendo serios prejuizos nacao", neutro
"vejo absolutamente nada assim contrariopra mim sombra duvidas melhor procurador historia republica gostaram trabalho denunciados asseclas interesseiros partidarios corruptos denunciados opositores invejosos desses vai contestar enquadra antes existiu muitos engavetados nacao protegia detentores poder instalado coisa janot fez coragem enfrentou tocando adiante tudo chegou mao ultimo dia nota louvor conheco procuracao petista apenas vivencie historia ultimo meio seculo", neutro
"quatro anos bem aproveitados dedicou entregou defender povo brasileiro tendo muitos corruptos tentando derrubar anos luta janot poderia ficar quatro anos terminar limpeza fazendo onde deu fez missao cumprida povo vai sentir falta deste procurador", neutro
"senador acompanho trabalho desde parana defender janot petista amigo dilmaolha vai cair conceito faz honesto", neutro
"fez otimo trabalho acovardou tantos outros parabens procurador lutou contra corrupcao espero luta sido vao stf congresso nacional saibam valorizar esforco todos paguem erros cometeu independente posicao", neutro
"enfim vamos ver agora raquel dodge profissional imparcial contra corruptos partido corruptos pmdb psdb", neutro
"pais onde investiga polticos corrupcao menos puni causou frisson todos deram bem tiraram proveito desta zona conforto ousadia coragem rodrigo janot assimiladas", neutro
"parabens janot anospelo eficiencia arrancar mascara politicos hipocritashouves deslise partemas pouco saldo positivoa sociedade agradece honestos agradece", neutro
"poderia ter feito grande trabalho pais feito inicio mandato fez fim povo brasileiro espera sucessor deixe dominar poder maior faca grande trabalho pais precisa ser moralizado corruptos ladroes presos deve ser tratamento choque tirar pais buraco", neutro
"mudando cavaco pra lenha dizemos aqui sul partido convocado jogadores futebol querem amealhar votos fama fama competencia administrativa andam juntas", neutro
"nova procuradora capricho seguir trabalho iniciado janot povo quer confiar justica entao mostre veio responsabilidade justica respeito", neutro
"porra alvaro dias missao manchada armou contra nacao desde comeco perito medina falou audio sido editado ali via farsa contra presidente temer dilma outro caido fazer nada contra aecio neves", neutro
"parabens coragem profissionalismo menos metade politicos intregro honesto igual senhor pais bem melhor deus abencoe proteja sempre", neutro
"covarde final resolveu trair meio vamos saber verdade daqui muitos anosmas culpa sim escondeu acobertou iguais sim", neutro
"valeu procurador papel excelente darmos inicio devassa corruptos assolando pais medalha honra povo brasileiro boa sorte", neutro
"obrigado janot deus abencoe ilumine esperemos nova procuradora empenho elucidar fatos discernimento sobre funcao", neutro
"parabens homem bem merece respeito pode ter cometido erros acertos imensamente maiores continue nesta cruzada continuaras pgr", neutro
"marcou historia brasil trabalho muitos corruptos continuariam agindo livremente faina prol enriquecimento pessoal empobrecimento povo parabens", neutro
"janot denunciou agora caiu opiniao fez nada talvez fez pro bolso outro safado saindo", neutro
"aplausos janot nunca antes neste pais procurador geral denunciou tantos poderosos valeu somente denuncia cupula corja cupula pmdb parabens sejas feliz", neutro
"fim carreira inicio sucumbencia operacao lava jato todos processos engavetados todos magistrados fazem parte operacao destituidos tenebroso deixara almoco indicacao excelentissima procuradora gratis", neutro
"alvaro dias senador parana querendo ser presidente eleitores paranaenses moradores vila domitila aqui curitiba satisfacao kkkkk", neutro
"parabens trabalha comete alguns equivocos geral convicto demonstrou competencia compromisso brasil desejo felicidades", neutro
"demorou robalheira pais ser denunciado antes janot agora fica parecendo desespero limpar barra", neutro
"parabens janot precisamos homens coragem pra enfrentar bandidos republica respeito obrigada", neutro
"vai ser lembrado omisso atrapalhado pois denunciar criar casos pais fez acordo bandidos ficaram poderosos dinheiro bnds governos sairam rindo cara vai tarde demais sinceramente admira alvaro dias tudo ainda elogiar procurador", neutro
"gracas deus vai parar desgastar larapios geral felicidades janot tomar cervejinha paz filho deus", neutro
"parabens senhor procurador rodrigo janor vai ser lembrado muitos anos lembrando procurador medo poderosos", neutro
"alvaro dias fazendo impedir reforma previdencia aconteca deixe responder gentileza", neutro
"alvaro dias voto senhor apoia vermes fachin picareta petralha janot passa vexame nacional cleverson orben rosane hinkel vcs deveriam repensar escolha vcs", neutro
"epesar tudo admiro coragem atitude posicao ficou muita coragem quase assumir erro fato apenas intuito fazer melhor acabou sendo ludibriado soube voltar atras corrigir clara evidencia compactuou ilicitos quer mira investigacoes tentam usar erro desqualificar poder safar cadeia", neutro
"aff alvaro dias kkk grande homem deus pode falar ouvir agora janot pois tudo gaveta amiga dilma gleisi", neutro
"fez cargo pgr dignidade entrou honrando cargo saiu homem sai cargo tao arduo dever comprido cabeca erguida parabens", neutro
"anos ultima semana entregou lula dilma estranho continuasse certeza entregaria", neutro
"defendeu pute enquanto pode conseguiu jogou merda ventilador", neutro
"protetor engavetador geral final gestao resolveu enxegar desmandos maior quadrilha historia mundial", neutro
"sinceramente tanto muita coisa escondida embaixo tapete ora pois", positivo
"parabens janot sei batistas erraram delataram troca liberdade espero raquel competencia", neutro
"parabens obrigada ter estado possivel lado alguns erros acertos", neutro
"anos viu algo errado governo dilma corda apertou proprio pescoco", neutro
"senador melhor inteirar melhor passando vergonha post janot omisso seletivo inimigo lava jato janot bandidom", neutro
"janot petista cara todo fez alguma coisa sempre livrando chefes quadrilha desgracou pais lula dilma agora final achou conseguiria ajuda cumpamheros acougueiros aval lula dilma roubaram bnds pra fazer gravacao contra temer pra nomear chefe livrar lula desse papel fizeram trapalhada pra acabar preso obrigou pedir prisao cumpamheros denunciar dois verdadeiros chefes quadrilha vinha protegendo lula dilma", neutro
"vai embora bandidao errou acertou gracas deu acabou some ajudou quebrar pais implicacancias politicas deveria ser preso junto fachin alguns membros promotoria deveriam estar presos ajudar ilegalmente confeccao videos gravacoes bandidos jbs", neutro
"raquel dodge face temer pgr legalidade delacoes jbs empurraram pra vamos ver merda vai dar temer lula desses politicos corruptos bandidos ladroes profissionais cadeia reeleger nunca faxina geral apesar pais ter milhoes analfabetos adultos fato governantes adoram lutam pra manterem", neutro
"janot vai sair agora raquel dodge jeito favor temer vai acabar pizza denuncias", neutro
"protegeu lula dilma renan dentre outros tempo todo agora final fez graca", neutro
"omisso deixou pra ultima hora deveria ter feito anos", neutro
"vai tarde parcial trapalhao certeza conhecimento todas irregularidades assessor praticou orientando batistas delacao vergonhosa toda lava jato", neutro
"lado esquerda aflora alvaro dias janot fez merda pra caraiiiio", neutro
"vai tarde bambuseiro araque somente flechas seletivas junto irmaos metralhas globosta tentou dar golpe tiro saiu culatra trapalhao fara falta", neutro
"pulha lazarento janota chance mostrar cidadao preferiu bajular poderosos quatro anos fazer denuncia agora saindo pgr quer tirar reta old tony", neutro
"homem coragem intimidou morte estranha zavaski continuouvai fazer falta causa medo populacao acredita brasil melhor quadrilha podersera lava jato vai perder forca nobre alvaro dias", neutro
"fachin janot cumpriu missao proteger amigos principalmente fizeram campanha pra", neutro
"gravacoes joesley autorizacao justica aceita assim sergio machado feita mesma intencao mesma forma ilegal", neutro
"nada limpo deixou desejar unica coisa fez denunciar temer ainda fez grande cagada sujou todos mim mesma corja", neutro
"nunca imparcialfoi lastimaprotegeu bandidospoderia ter feito maissera rabo preso", neutro
"catar alvaro dias avalizou cara voto", neutro
"vai tarde engavetou soltou dia embora comendo chefao quadrilha lula dilma temer", neutro
"senador vezes ficar calado melhor saida elogiar janot amor deus fez conchavao irmaozinhos povo caiu pau cima acovardou mandou prender dois falta carater procurador justifica ser petista defender lula mafia senhor ainda elogia traste senhor cobra ensaboada posso esquecer senhor amigo intimo fachin gracas senhor stf", neutro
"deveria ter feitos muitas denuncias temponao iria fazelasso fez abafar lambanca descoberta caso jbs", neutro
"discipulo lula dilma fechou olhos pra tudo governo banddilma", neutro
"guardou muitos segredos sobre benesses concedeu batista jbs", neutro
"encheu fralda final senador acho legenda fica melhor", neutro
"saiu liberando filho jose dirceunao engana", neutro
"pode ser brincadeira cumpriu sim missao ser melhor advogado poderia ter irmaos acougueiros tbem agradecem ajudinha", neutro
"janot esperto sair entregou bandidagem toda tirou reta curtindo vida boa", neutro
"vai ter aposentar arco flecha comprar escudo vai ter explicar", neutro
"fez campanha governo minas dilma agradece imensamente", neutro
"resumindo cara parcial duas decisoes vai tarde agora aguenta processos decisoes ideologicas esquerdista", neutro
"parabens obrigacao ser honesto defender direitos brasileiros recebe salario exorbitante honesto santo cara nada deveria ter sido anos consciencia pra dever apresentou vinheta sair", neutro
"procurador procurou ninguem tarde venha eficiente", neutro
"nesses ultimos meses sobrou todos porque denunciou lula dilma antes daria tempo investigar talvez prendelos", neutro
"parabens ajudar varios anos vagabundo ladrao comunista ser preso junto lula toda corja", neutro
"engavetador diuma kkkkk denunciou finalzinho ficar ridiculo kkkkk", neutro
"podemos esquecer vai limpar congresso executivo eleitores", neutro
"limpeza deixa saudades algum momento algum cumpriu dever talvez corrupto", neutro
"todo respeito senador senhor calou enquanto dilma destruia brasilnao apreco", neutro
